# Only healpixels with non-zero completeness are recorded.
# nside=128, nest=False
healpix_number,completeness
4975,0.16666666666666666
4976,0.16666666666666666
4977,0.25
5167,0.25
5168,0.16666666666666666
5169,0.14285714285714285
5170,0.16666666666666666
5171,0.16666666666666666
5173,0.2
5174,0.14285714285714285
5175,0.2
5176,0.25
5177,0.16666666666666666
5178,0.14285714285714285
5373,0.2
5374,0.14285714285714285
5375,0.16666666666666666
5376,0.16666666666666666
5379,0.16666666666666666
5380,0.14285714285714285
5381,0.16666666666666666
5382,0.25
5383,0.16666666666666666
5584,0.16666666666666666
5588,0.16666666666666666
5589,0.2857142857142857
5590,0.16666666666666666
5591,0.25
5592,0.2
5593,0.14285714285714285
5800,0.14285714285714285
5801,0.16666666666666666
5802,0.16666666666666666
5803,0.2857142857142857
5804,0.3333333333333333
5805,0.25
6017,0.16666666666666666
6018,0.16666666666666666
6019,0.16666666666666666
6020,0.14285714285714285
6021,0.14285714285714285
6112,0.16666666666666666
6113,0.14285714285714285
6114,0.14285714285714285
6115,0.3333333333333333
6218,0.3333333333333333
6219,0.2
6220,0.2
6239,0.14285714285714285
6240,0.2
6241,0.2
6242,0.14285714285714285
6243,0.16666666666666666
6335,0.2
6336,0.25
6337,0.16666666666666666
6338,0.14285714285714285
6339,0.3333333333333333
6442,0.5
6443,0.3333333333333333
6444,0.2
6445,0.2
6464,0.2
6465,0.16666666666666666
6466,0.2857142857142857
6467,0.3333333333333333
6468,0.2
6469,0.25
6471,0.14285714285714285
6472,0.16666666666666666
6473,0.16666666666666666
6562,0.2
6563,0.2
6564,0.2
6565,0.16666666666666666
6566,0.2
6671,0.3333333333333333
6672,0.3333333333333333
6673,0.2
6674,0.2
6675,0.16666666666666666
6694,0.2857142857142857
6695,0.2857142857142857
6696,0.3333333333333333
6697,0.3333333333333333
6698,0.25
6700,0.16666666666666666
6701,0.14285714285714285
6702,0.2
6703,0.16666666666666666
6793,0.2
6794,0.16666666666666666
6795,0.14285714285714285
6796,0.14285714285714285
6797,0.16666666666666666
6800,0.3333333333333333
6904,0.5
6905,0.3333333333333333
6906,0.2
6907,0.2
6908,0.16666666666666666
6927,0.4
6928,0.3333333333333333
6929,0.2857142857142857
6930,0.3333333333333333
6931,0.4
6933,0.16666666666666666
6934,0.14285714285714285
6935,0.16666666666666666
6936,0.3333333333333333
6937,0.14285714285714285
7028,0.2
7029,0.16666666666666666
7030,0.14285714285714285
7031,0.14285714285714285
7032,0.16666666666666666
7033,0.16666666666666666
7034,0.25
7035,0.3333333333333333
7036,0.3333333333333333
7037,0.3333333333333333
7141,1.0
7142,0.3333333333333333
7143,0.3333333333333333
7144,0.2
7145,0.16666666666666666
7164,0.2
7165,0.2857142857142857
7166,0.2857142857142857
7167,0.4
7168,0.4
7169,0.16666666666666666
7170,0.16666666666666666
7171,0.14285714285714285
7172,0.14285714285714285
7173,0.2
7174,0.14285714285714285
7175,0.2857142857142857
7176,0.16666666666666666
7177,0.14285714285714285
7267,0.2
7268,0.2
7269,0.14285714285714285
7270,0.14285714285714285
7271,0.16666666666666666
7272,0.16666666666666666
7273,0.2
7274,0.25
7275,0.4
7276,0.4
7277,1.0
7382,1.0
7383,0.3333333333333333
7384,0.3333333333333333
7385,0.25
7386,0.16666666666666666
7406,0.2
7407,0.16666666666666666
7408,0.2857142857142857
7409,0.5
7410,0.14285714285714285
7411,0.16666666666666666
7412,0.16666666666666666
7413,0.14285714285714285
7414,0.16666666666666666
7415,0.3333333333333333
7416,0.3333333333333333
7417,0.2
7418,0.16666666666666666
7419,0.14285714285714285
7511,0.2
7512,0.14285714285714285
7513,0.16666666666666666
7514,0.16666666666666666
7516,0.2
7517,0.3333333333333333
7518,0.4
7519,0.4
7520,0.5
7627,0.9760999977588654
7628,0.9840666651725769
7629,0.5904399991035462
7630,0.4880499988794327
7631,0.25
7651,0.16666666666666666
7652,0.16666666666666666
7653,0.14285714285714285
7654,0.2
7655,0.2
7656,0.16666666666666666
7658,0.14285714285714285
7659,0.2
7660,0.16666666666666666
7661,0.4
7662,0.2857142857142857
7663,0.2
7664,0.14285714285714285
7665,0.2
7759,0.16666666666666666
7760,0.16666666666666666
7761,0.16666666666666666
7763,0.2
7764,0.3333333333333333
7765,0.3333333333333333
7766,0.2857142857142857
7767,0.2857142857142857
7768,0.6666666666666666
7876,0.9760999977588654
7877,0.9840666651725769
7878,0.9840666651725769
7879,0.9840666651725769
7901,0.16666666666666666
7902,0.16666666666666666
7903,0.2
7904,0.3333333333333333
7905,0.14285714285714285
7907,0.16666666666666666
7908,0.16666666666666666
7909,0.14285714285714285
7910,0.3333333333333333
7911,0.3333333333333333
7912,0.16666666666666666
7913,0.16666666666666666
7914,0.14285714285714285
7915,0.16666666666666666
8014,0.2
8015,0.3333333333333333
8016,0.2857142857142857
8017,0.2857142857142857
8018,0.3333333333333333
8019,0.3333333333333333
8128,0.9521999955177307
8129,0.9760999977588654
8130,0.9760999977588654
8131,0.6507333318392435
8132,0.6507333318392435
8133,0.2788857136453901
8154,0.16666666666666666
8155,0.3333333333333333
8156,0.2857142857142857
8157,0.2
8158,0.2
8162,0.16666666666666666
8163,0.14285714285714285
8164,0.3333333333333333
8165,0.16666666666666666
8166,0.2
8167,0.25
8168,0.16666666666666666
8169,0.16666666666666666
8270,0.4
8271,0.2857142857142857
8272,0.2857142857142857
8273,0.3333333333333333
8274,0.3333333333333333
8385,0.9760999977588654
8386,0.9760999977588654
8387,0.6507333318392435
8388,0.6507333318392435
8389,0.39043999910354615
8390,0.2788857136453901
8409,0.25
8410,0.16666666666666666
8411,0.3333333333333333
8412,0.2
8413,0.16666666666666666
8414,0.3333333333333333
8422,0.14285714285714285
8423,0.16666666666666666
8424,0.16666666666666666
8425,0.2
8426,0.16666666666666666
8504,0.2
8505,0.2
8506,0.16666666666666666
8507,0.2
8526,0.25
8527,0.25
8528,0.25
8529,0.5
8530,0.3333333333333333
8531,0.3333333333333333
8532,0.3333333333333333
8533,0.4
8534,0.25
8646,0.9760999977588654
8647,0.9760999977588654
8648,0.6507333318392435
8649,0.6507333318392435
8650,0.39043999910354615
8651,0.2788857136453901
8669,0.14285714285714285
8670,0.16666666666666666
8671,0.25
8672,0.3333333333333333
8673,0.2857142857142857
8674,0.2
8675,0.2
8676,0.2
8684,0.16666666666666666
8685,0.14285714285714285
8686,0.25
8687,0.2
8688,0.2
8767,0.2
8768,0.16666666666666666
8769,0.16666666666666666
8770,0.2
8789,0.3333333333333333
8790,0.3333333333333333
8791,0.3333333333333333
8792,0.3333333333333333
8793,0.3333333333333333
8794,0.3333333333333333
8795,0.3333333333333333
8796,0.25
8797,0.25
8911,1.0
8912,0.9760999977588654
8913,0.6507333318392435
8914,0.6507333318392435
8915,0.39043999910354615
8916,0.2788857136453901
8934,0.14285714285714285
8935,0.14285714285714285
8936,0.3333333333333333
8937,0.3333333333333333
8938,0.2857142857142857
8939,0.3333333333333333
8940,0.16666666666666666
8941,0.2
8942,0.16666666666666666
8950,0.14285714285714285
8951,0.16666666666666666
8952,0.2
8953,0.16666666666666666
9033,0.25
9034,0.14285714285714285
9035,0.14285714285714285
9036,0.2
9037,0.16666666666666666
9038,0.16666666666666666
9055,0.16666666666666666
9056,0.2
9057,0.25
9058,0.25
9059,0.25
9060,0.3333333333333333
9061,0.25
9062,0.25
9063,0.25
9064,0.25
9181,0.9760999977588654
9182,0.6507333318392435
9183,0.6507333318392435
9184,0.39043999910354615
9185,0.2788857136453901
9204,0.16666666666666666
9205,0.2
9206,0.3333333333333333
9207,0.3333333333333333
9208,0.4
9209,0.3333333333333333
9210,0.16666666666666666
9211,0.2
9220,0.14285714285714285
9221,0.2
9304,0.16666666666666666
9305,0.14285714285714285
9306,0.2
9307,0.16666666666666666
9308,0.16666666666666666
9309,0.16666666666666666
9326,0.16666666666666666
9327,0.16666666666666666
9328,0.25
9329,0.25
9330,0.2
9331,0.25
9333,0.25
9334,0.25
9454,1.0
9455,0.6507333318392435
9456,0.6507333318392435
9457,0.39043999910354615
9477,0.16666666666666666
9478,0.14285714285714285
9479,0.16666666666666666
9480,0.3333333333333333
9481,0.2857142857142857
9482,0.3333333333333333
9483,0.25
9484,0.16666666666666666
9579,0.2
9580,0.16666666666666666
9581,0.2
9582,0.16666666666666666
9583,0.16666666666666666
9601,0.16666666666666666
9602,0.14285714285714285
9603,0.25
9604,0.2
9605,0.16666666666666666
9606,0.2
9733,0.5
9734,0.5
9735,0.25
9736,0.25
9752,0.16666666666666666
9753,0.16666666666666666
9755,0.16666666666666666
9756,0.2
9757,0.16666666666666666
9758,0.2857142857142857
9759,0.3333333333333333
9760,0.25
9761,0.16666666666666666
9766,0.2
9767,0.2
9768,0.16666666666666666
9858,0.16666666666666666
9859,0.16666666666666666
9860,0.2
9861,0.16666666666666666
9862,0.16666666666666666
9881,0.16666666666666666
9882,0.2
9883,0.2
9884,0.16666666666666666
9885,0.3333333333333333
9886,0.25
9887,0.5
10014,0.6666666666666666
10015,0.6666666666666666
10016,0.4
10017,0.4
10018,0.25
10032,0.2
10033,0.25
10034,0.25
10035,0.25
10036,0.16666666666666666
10037,0.14285714285714285
10038,0.16666666666666666
10039,0.16666666666666666
10040,0.2857142857142857
10041,0.2
10042,0.16666666666666666
10046,0.14285714285714285
10047,0.16666666666666666
10048,0.25
10049,0.2
10050,0.16666666666666666
10141,0.16666666666666666
10142,0.14285714285714285
10143,0.2
10144,0.16666666666666666
10145,0.25
10164,0.16666666666666666
10165,0.2
10166,0.2
10167,0.16666666666666666
10168,0.3333333333333333
10169,0.2
10170,0.3333333333333333
10171,0.5
10299,1.0
10300,1.0
10301,1.0
10302,0.6666666666666666
10303,0.6666666666666666
10317,0.2
10318,0.25
10319,0.2
10320,0.2
10321,0.3333333333333333
10322,0.14285714285714285
10323,0.2
10324,0.14285714285714285
10325,0.14285714285714285
10332,0.16666666666666666
10333,0.25
10334,0.16666666666666666
10335,0.14285714285714285
10336,0.16666666666666666
10429,0.14285714285714285
10430,0.2
10431,0.2
10452,0.25
10453,0.2
10454,0.3333333333333333
10455,0.3333333333333333
10456,0.25
10457,0.3333333333333333
10458,0.5
10588,1.0
10589,1.0
10590,1.0
10591,0.6666666666666666
10592,0.6666666666666666
10606,0.2
10607,0.2
10608,0.25
10609,0.25
10610,0.25
10621,0.2
10622,0.2
10623,0.2
10624,0.16666666666666666
10625,0.16666666666666666
10626,0.16666666666666666
10744,0.2
10745,0.3333333333333333
10746,0.2
10747,0.25
10748,0.3333333333333333
10749,0.5
10750,0.5
10881,1.0
10882,1.0
10883,0.6666666666666666
10884,0.6666666666666666
10885,0.5
10886,0.16666666666666666
10887,0.14285714285714285
10888,0.16666666666666666
10889,0.25
10899,0.16666666666666666
10900,0.2
10901,0.2
10902,0.25
10903,0.2
10904,0.3333333333333333
10914,0.16666666666666666
10915,0.2
10916,0.2
10917,0.16666666666666666
10918,0.16666666666666666
10919,0.16666666666666666
10921,0.16666666666666666
10922,0.2
10923,0.14285714285714285
11040,0.25
11041,0.3333333333333333
11042,0.4
11043,0.3333333333333333
11044,0.5
11045,0.5
11178,1.0
11179,1.0
11180,0.6666666666666666
11181,0.6666666666666666
11182,0.3333333333333333
11183,0.16666666666666666
11184,0.14285714285714285
11185,0.14285714285714285
11186,0.25
11187,0.16666666666666666
11196,0.16666666666666666
11197,0.14285714285714285
11198,0.25
11199,0.2
11200,0.25
11201,0.25
11212,0.16666666666666666
11213,0.16666666666666666
11214,0.16666666666666666
11215,0.14285714285714285
11216,0.16666666666666666
11218,0.14285714285714285
11219,0.16666666666666666
11220,0.16666666666666666
11221,0.14285714285714285
11339,0.2
11340,0.3333333333333333
11341,0.3333333333333333
11342,0.5
11343,0.5
11344,0.5
11479,1.0
11480,1.0
11481,1.0
11482,0.6666666666666666
11483,0.4
11485,0.14285714285714285
11486,0.14285714285714285
11487,0.16666666666666666
11488,0.14285714285714285
11489,0.16666666666666666
11498,0.14285714285714285
11499,0.2
11500,0.25
11501,0.25
11502,0.25
11514,0.2
11515,0.16666666666666666
11516,0.16666666666666666
11517,0.16666666666666666
11518,0.2
11519,0.3333333333333333
11520,0.16666666666666666
11521,0.16666666666666666
11522,0.14285714285714285
11523,0.16666666666666666
11642,0.2
11643,0.3333333333333333
11644,0.2857142857142857
11645,0.3333333333333333
11646,0.6666666666666666
11647,1.0
11784,1.0
11785,1.0
11786,1.0
11787,0.6666666666666666
11788,0.4
11789,0.2
11790,0.14285714285714285
11791,0.14285714285714285
11792,0.14285714285714285
11793,0.16666666666666666
11794,0.16666666666666666
11804,0.2
11805,0.2
11806,0.25
11807,0.2
11820,0.14285714285714285
11821,0.16666666666666666
11822,0.16666666666666666
11823,0.16666666666666666
11824,0.2
11825,0.2
11826,0.2
11827,0.16666666666666666
11828,0.14285714285714285
11829,0.16666666666666666
11949,0.2
11950,0.25
11951,0.4
11952,0.4
11953,0.6666666666666666
11954,1.0
12094,1.0
12095,1.0
12096,0.6666666666666666
12099,0.14285714285714285
12100,0.14285714285714285
12101,0.14285714285714285
12102,0.16666666666666666
12103,0.16666666666666666
12114,0.2
12115,0.2
12134,0.2
12135,0.2
12136,0.16666666666666666
12137,0.16666666666666666
12138,0.2
12139,0.16666666666666666
12260,0.16666666666666666
12261,0.25
12262,0.25
12263,0.25
12264,0.5
12265,0.5
12408,1.0
12409,1.0
12412,0.25
12413,0.2
12414,0.16666666666666666
12415,0.25
12416,0.25
12448,0.25
12449,0.2
12450,0.14285714285714285
12451,0.16666666666666666
12452,0.14285714285714285
12566,0.16666666666666666
12575,0.16666666666666666
12576,0.25
12577,0.25
12578,0.25
12579,0.3333333333333333
12580,0.5
12724,1.0
12725,1.0
12726,1.0
12727,0.25
12729,0.2
12730,0.16666666666666666
12731,0.16666666666666666
12732,0.25
12733,0.3333333333333333
12766,0.16666666666666666
12767,0.2
12768,0.2
12769,0.16666666666666666
12770,0.16666666666666666
12873,0.2
12874,0.25
12875,0.3333333333333333
12884,0.2
12885,0.2
12886,0.3333333333333333
12892,0.2
12893,0.16666666666666666
12895,0.25
12896,0.25
12897,0.25
12898,0.3333333333333333
12899,0.5
13045,1.0
13046,1.0
13047,0.5
13048,0.5
13049,0.2
13051,0.2
13052,0.2
13053,0.2
13054,0.5
13088,0.16666666666666666
13089,0.16666666666666666
13090,0.2
13091,0.16666666666666666
13195,0.2
13196,0.2
13197,0.2
13198,0.2
13199,0.3333333333333333
13206,0.2
13207,0.25
13208,0.3333333333333333
13209,0.25
13210,0.16666666666666666
13214,0.25
13215,0.3333333333333333
13216,0.3333333333333333
13217,0.3333333333333333
13219,0.25
13220,0.3333333333333333
13221,0.3333333333333333
13222,0.5
13369,1.0
13370,1.0
13371,1.0
13372,0.5
13373,0.5
13374,0.25
13406,0.14285714285714285
13407,0.16666666666666666
13411,0.16666666666666666
13412,0.16666666666666666
13413,0.16666666666666666
13414,0.16666666666666666
13516,0.2
13517,0.16666666666666666
13518,0.2
13522,0.25
13523,0.2
13524,0.25
13525,0.3333333333333333
13526,0.25
13529,0.14285714285714285
13530,0.14285714285714285
13533,0.14285714285714285
13534,0.2
13535,0.2
13536,0.2
13537,0.14285714285714285
13541,0.2
13542,0.3333333333333333
13543,1.0
13544,1.0
13545,0.5
13547,0.3333333333333333
13548,0.5
13698,1.0
13699,1.0
13700,1.0
13701,0.5
13702,0.5
13703,0.16666666666666666
13735,0.2
13736,0.14285714285714285
13737,0.14285714285714285
13738,0.16666666666666666
13740,0.14285714285714285
13741,0.2
13742,0.16666666666666666
13743,0.14285714285714285
13744,0.16666666666666666
13846,0.25
13847,0.2
13848,0.16666666666666666
13849,0.25
13852,0.14285714285714285
13853,0.2
13854,0.25
13855,0.2
13856,0.2
13857,0.14285714285714285
13859,0.14285714285714285
13860,0.14285714285714285
13861,0.14285714285714285
13862,0.16666666666666666
13864,0.16666666666666666
13865,0.2
13866,0.2
13867,0.16666666666666666
13868,0.14285714285714285
13869,0.2
13872,0.2
13873,0.3333333333333333
13874,1.0
13875,1.0
13876,1.0
14032,1.0
14033,1.0
14034,0.5
14035,0.3333333333333333
14036,0.2
14041,0.1390571423939296
14042,0.19467999935150146
14068,0.14285714285714285
14069,0.14285714285714285
14070,0.16666666666666666
14071,0.14285714285714285
14072,0.2
14073,0.2
14074,0.14285714285714285
14075,0.16666666666666666
14076,0.16666666666666666
14077,0.16666666666666666
14078,0.2
14180,0.3333333333333333
14181,0.25
14182,0.2
14183,0.16666666666666666
14184,0.25
14185,0.2
14187,0.14285714285714285
14188,0.2
14189,0.14285714285714285
14190,0.2
14191,0.2
14192,0.14285714285714285
14193,0.14285714285714285
14194,0.14285714285714285
14195,0.14285714285714285
14196,0.14285714285714285
14197,0.16666666666666666
14198,0.2
14199,0.2
14200,0.2
14201,0.2
14202,0.14285714285714285
14203,0.14285714285714285
14204,0.2
14207,0.2
14208,0.3333333333333333
14209,1.0
14210,1.0
14211,1.0
14212,1.0
14369,1.0
14370,1.0
14371,0.5
14372,0.25
14373,0.2
14377,0.16223333279291788
14378,0.1390571423939296
14379,0.19467999935150146
14380,0.19467999935150146
14394,0.14285714285714285
14395,0.16666666666666666
14396,0.16666666666666666
14397,0.16666666666666666
14405,0.16666666666666666
14406,0.16666666666666666
14407,0.14285714285714285
14408,0.16666666666666666
14409,0.25
14411,0.14285714285714285
14412,0.16666666666666666
14413,0.16666666666666666
14414,0.16666666666666666
14415,0.25
14416,0.2
14519,0.3333333333333333
14520,0.25
14521,0.16666666666666666
14522,0.2
14523,0.16666666666666666
14524,0.2
14526,0.14285714285714285
14527,0.16666666666666666
14528,0.14285714285714285
14529,0.2
14530,0.2
14531,0.14285714285714285
14532,0.14285714285714285
14533,0.16666666666666666
14534,0.14285714285714285
14535,0.14285714285714285
14536,0.16666666666666666
14537,0.14285714285714285
14538,0.16666666666666666
14539,0.14285714285714285
14540,0.16666666666666666
14541,0.16666666666666666
14542,0.2
14546,0.2
14547,0.3333333333333333
14548,1.0
14549,1.0
14550,1.0
14551,1.0
14711,1.0
14712,0.5
14713,0.25
14718,0.16223333279291788
14719,0.1390571423939296
14720,0.19467999935150146
14721,0.19467999935150146
14722,0.16223333279291788
14725,0.2
14726,0.2
14735,0.14285714285714285
14736,0.14285714285714285
14737,0.16666666666666666
14738,0.2
14739,0.16666666666666666
14746,0.2
14747,0.2
14748,0.2
14749,0.2
14750,0.16666666666666666
14751,0.14285714285714285
14752,0.25
14753,0.2857142857142857
14754,0.3333333333333333
14755,0.2
14756,0.2
14757,0.16666666666666666
14758,0.25
14759,0.14285714285714285
14760,0.16666666666666666
14862,0.25
14863,0.25
14864,0.16666666666666666
14865,0.16666666666666666
14866,0.14285714285714285
14867,0.16666666666666666
14870,0.14285714285714285
14871,0.14285714285714285
14872,0.2
14873,0.2
14875,0.14285714285714285
14876,0.2
14877,0.16666666666666666
14878,0.14285714285714285
14879,0.16666666666666666
14880,0.2
14882,0.14285714285714285
14883,0.14285714285714285
14884,0.14285714285714285
14885,0.3333333333333333
14889,0.25
14890,0.5
14891,1.0
14892,1.0
14893,1.0
14894,1.0
15063,0.1390571423939296
15064,0.24334999918937683
15065,0.16223333279291788
15066,0.16223333279291788
15067,0.16223333279291788
15069,0.16666666666666666
15070,0.2
15071,0.2
15072,0.2
15080,0.16666666666666666
15081,0.16666666666666666
15082,0.16666666666666666
15083,0.16666666666666666
15084,0.2
15092,0.2
15093,0.16666666666666666
15094,0.16666666666666666
15095,0.16666666666666666
15096,0.3333333333333333
15097,0.16666666666666666
15098,0.4
15099,0.2857142857142857
15100,0.3333333333333333
15101,0.2857142857142857
15102,0.25
15103,0.4
15104,0.2
15105,0.16666666666666666
15106,0.16666666666666666
15107,0.14285714285714285
15209,0.16666666666666666
15210,0.2
15211,0.14285714285714285
15212,0.14285714285714285
15213,0.16666666666666666
15217,0.14285714285714285
15218,0.14285714285714285
15219,0.2
15220,0.16666666666666666
15222,0.14285714285714285
15223,0.2
15224,0.2
15225,0.3333333333333333
15226,0.3333333333333333
15227,0.14285714285714285
15230,0.2
15231,0.2
15233,0.25
15234,0.2
15235,0.16666666666666666
15237,1.0
15238,1.0
15239,1.0
15240,1.0
15412,0.19467999935150146
15413,0.19467999935150146
15414,0.16223333279291788
15415,0.1390571423939296
15416,0.16223333279291788
15417,0.19467999935150146
15418,0.2
15419,0.2
15420,0.2
15421,0.16666666666666666
15422,0.16666666666666666
15429,0.2
15430,0.2
15431,0.16666666666666666
15432,0.2
15433,0.16666666666666666
15434,0.16666666666666666
15442,0.2
15443,0.2
15444,0.16666666666666666
15445,0.14285714285714285
15446,0.4
15447,0.2
15448,0.3333333333333333
15449,0.4
15450,0.3333333333333333
15451,0.2857142857142857
15452,0.3333333333333333
15453,0.16666666666666666
15454,0.2
15455,0.16666666666666666
15456,0.16666666666666666
15457,0.14285714285714285
15505,0.2
15506,0.16666666666666666
15560,0.14285714285714285
15561,0.2
15562,0.16666666666666666
15563,0.14285714285714285
15564,0.16666666666666666
15565,0.2
15566,0.16666666666666666
15567,0.2
15568,0.16666666666666666
15574,0.3333333333333333
15575,0.3333333333333333
15576,0.3333333333333333
15577,0.3333333333333333
15583,0.2
15584,0.3333333333333333
15585,0.25
15586,0.25
15590,1.0
15765,0.19467999935150146
15766,0.24334999918937683
15767,0.16223333279291788
15768,0.16223333279291788
15769,0.1390571423939296
15770,0.24334999918937683
15771,0.2
15772,0.16666666666666666
15773,0.2
15774,0.16666666666666666
15775,0.16666666666666666
15783,0.25
15784,0.2
15785,0.2
15786,0.25
15787,0.16666666666666666
15796,0.16666666666666666
15797,0.25
15798,0.16666666666666666
15799,0.25
15800,0.2
15801,0.16666666666666666
15802,0.2857142857142857
15803,0.4
15804,0.3333333333333333
15805,0.25
15806,0.2
15807,0.16666666666666666
15808,0.16666666666666666
15809,0.25
15810,0.14285714285714285
15859,0.16666666666666666
15860,0.14285714285714285
15861,0.16666666666666666
15862,0.16666666666666666
15915,0.14285714285714285
15916,0.2
15917,0.2
15918,0.14285714285714285
15920,0.2
15921,0.16666666666666666
15922,0.2
15923,0.25
15927,0.2
15929,0.2
15930,0.2
15931,0.16666666666666666
15932,0.2
15933,0.2
15934,0.14285714285714285
15935,0.14285714285714285
15938,0.14285714285714285
15939,0.16666666666666666
15940,0.16666666666666666
15941,0.2
15942,0.2
16120,0.16666666666666666
16122,0.32446666558583576
16123,0.19467999935150146
16124,0.24334999918937683
16125,0.19467999935150146
16126,0.32446666558583576
16127,0.24334999918937683
16128,0.25
16129,0.14285714285714285
16130,0.16666666666666666
16131,0.14285714285714285
16132,0.2
16133,0.2
16140,0.16666666666666666
16141,0.25
16142,0.2
16143,0.2
16144,0.25
16155,0.25
16157,0.16666666666666666
16158,0.14285714285714285
16159,0.16666666666666666
16160,0.16666666666666666
16161,0.5
16162,0.14285714285714285
16163,0.16666666666666666
16164,0.16666666666666666
16165,0.16666666666666666
16166,0.16666666666666666
16167,0.5
16168,0.16666666666666666
16216,0.16666666666666666
16217,0.14285714285714285
16218,0.14285714285714285
16219,0.2
16220,0.25
16278,0.25
16279,0.25
16280,0.25
16281,0.25
16282,0.3333333333333333
16283,0.3333333333333333
16285,0.14285714285714285
16286,0.16666666666666666
16287,0.14285714285714285
16288,0.2
16291,0.14285714285714285
16292,0.14285714285714285
16293,0.2
16294,0.2
16295,0.2
16297,0.14285714285714285
16298,0.14285714285714285
16299,0.14285714285714285
16300,0.2
16301,0.2
16480,0.25
16481,0.25
16482,0.2
16483,0.2
16484,0.19467999935150146
16485,0.1390571423939296
16486,0.16223333279291788
16487,0.24334999918937683
16489,0.25
16490,0.25
16491,0.2
16492,0.2
16493,0.3333333333333333
16494,0.2
16502,0.16666666666666666
16503,0.16666666666666666
16504,0.25
16505,0.16666666666666666
16519,0.16666666666666666
16520,0.14285714285714285
16521,0.16666666666666666
16522,0.2
16523,0.14285714285714285
16525,0.16666666666666666
16526,0.14285714285714285
16527,0.16666666666666666
16528,0.16666666666666666
16529,0.16666666666666666
16530,0.16666666666666666
16578,0.14285714285714285
16579,0.14285714285714285
16580,0.14285714285714285
16581,0.2
16582,0.25
16583,0.25
16641,0.2
16642,0.25
16643,0.25
16644,0.16666666666666666
16645,0.2
16646,0.14285714285714285
16647,0.25
16648,0.2
16649,0.2
16650,0.14285714285714285
16651,0.2
16654,0.14285714285714285
16655,0.16666666666666666
16656,0.14285714285714285
16657,0.2
16658,0.2
16660,0.16666666666666666
16661,0.14285714285714285
16662,0.14285714285714285
16663,0.14285714285714285
16664,0.2
16845,0.25
16846,0.25
16847,0.16666666666666666
16848,0.16666666666666666
16849,0.14285714285714285
16851,0.16223333279291788
16855,0.25
16856,0.25
16857,0.2
16858,0.16666666666666666
16859,0.16666666666666666
16868,0.2
16869,0.16666666666666666
16870,0.16666666666666666
